train,"[20.74022346368715, 33.86871508379888, 45.18156424581006, 59.00837988826816, 67.52793296089385, 73.60335195530726, 81.21508379888269, 87.84916201117318, 90.43296089385476, 91.75977653631286, 93.08659217877096, 95.4608938547486, 97.13687150837988, 97.3463687150838, 97.76536312849161, 98.88268156424581, 98.46368715083798, 98.81284916201118, 98.95251396648045, 98.88268156424581, 99.23184357541899, 99.23184357541899, 99.23184357541899, 99.65083798882682, 99.23184357541899, 99.65083798882682, 99.86033519553072, 99.72067039106145, 99.93016759776536, 100.0, 99.93016759776536, 99.65083798882682, 99.93016759776536, 100.0, 100.0, 99.65083798882682, 100.0, 100.0, 100.0, 99.79050279329608, 100.0, 100.0, 100.0, 100.0]"
val,"[27.77777777777778, 44.44444444444444, 59.44444444444444, 68.33333333333333, 66.66666666666667, 79.44444444444444, 86.11111111111111, 87.22222222222223, 90.0, 90.55555555555556, 92.22222222222223, 92.77777777777777, 93.33333333333333, 94.44444444444444, 92.77777777777777, 95.0, 95.55555555555556, 95.55555555555556, 96.11111111111111, 95.55555555555556, 95.55555555555556, 96.11111111111111, 95.55555555555556, 97.22222222222223, 95.55555555555556, 95.55555555555556, 96.11111111111111, 96.66666666666667, 96.66666666666667, 96.11111111111111, 95.55555555555556, 96.11111111111111, 96.11111111111111, 96.11111111111111, 96.11111111111111, 95.0, 95.55555555555556, 96.11111111111111, 95.55555555555556, 95.55555555555556, 96.66666666666667, 96.11111111111111, 95.55555555555556, 96.11111111111111]"
