train,"[2.0302066350116412, 1.8954492031528962, 1.7239543229508, 1.5117731648783443, 1.3052903164032452, 1.1298305826813149, 0.9760326867995981, 0.8357610672545832, 0.7161245875518415, 0.609632684240461, 0.507055056786071, 0.42484545801355184, 0.35168868698720823, 0.2987422654249149, 0.24856093082597802, 0.2069171444101873, 0.1775513677103393, 0.14843810783626313, 0.12761995556384492, 0.10987677053657657, 0.09024956187639156, 0.07881290151337006, 0.07205321466519013, 0.050070164366183, 0.05782815782020295, 0.03984339864581157, 0.03182805153312338, 0.029208840203976166, 0.0199862276099872, 0.01711146758385419, 0.01591920075605119, 0.021461171261295053, 0.014194867811712057, 0.009106834219409643, 0.008262815085947306, 0.01338241074634872, 0.0061650848869421624, 0.005034137292187557, 0.005871691110195311, 0.010056600028937735, 0.003821318518427622, 0.0031766810307445725, 0.002843131968268979, 0.002573683925393147]"
val,"[1.950025855170356, 1.808905831972758, 1.5847273800108168, 1.3474407288763257, 1.186204387081994, 1.0030814740392897, 0.8710497246848212, 0.7586610171529982, 0.6416651008857621, 0.5548986862103145, 0.47152728802627986, 0.436452687283357, 0.385620659424199, 0.3256494320101208, 0.3333594837122493, 0.2805493466556072, 0.2551589680214723, 0.2504995173050298, 0.21555273694296678, 0.2320543084293604, 0.15718715995964078, 0.1517981518059969, 0.17530929506238963, 0.11783319686849912, 0.17272499623811907, 0.1502329825113217, 0.15868606354213424, 0.13278437579671543, 0.1391149317431781, 0.1275882515952819, 0.22617005612701177, 0.1505070906649861, 0.16701851174131863, 0.205276592893319, 0.20438054711299225, 0.18056081856290498, 0.209269042354491, 0.2071848915838119, 0.219627182951404, 0.19501138792321498, 0.1853924173124445, 0.18651958984296976, 0.19286883546996655, 0.18551435745838615]"
